iter	Passed	Remaining
3217	123593	68441
3218	123635	68404
3219	123678	68368
3220	123724	68334
3221	123760	68294
3222	123792	68253
3223	123829	68213
3224	123867	68174
3225	123919	68144
3226	123954	68104
3227	123998	68068
3228	124035	68029
3229	124080	67994
3230	124121	67957
3231	124161	67920
3232	124196	67879
3233	124230	67839
3234	124266	67799
3235	124310	67763
3236	124348	67724
3237	124383	67684
3238	124427	67649
3239	124462	67609
3240	124504	67572
3241	124541	67533
3242	124578	67494
3243	124621	67458
3244	124661	67420
3245	124700	67383
3246	124735	67342
3247	124774	67304
3248	124814	67267
3249	124850	67227
3250	124890	67189
3251	124922	67147
3252	124963	67110
3253	125001	67072
3254	125046	67037
3255	125088	67000
3256	125134	66966
3257	125177	66930
3258	125223	66896
3259	125260	66856
3260	125298	66817
3261	125333	66778
3262	125379	66743
3263	125420	66706
3264	125461	66669
3265	125497	66629
3266	125532	66589
3267	125575	66553
3268	125614	66515
3269	125654	66477
3270	125692	66439
3271	125730	66400
3272	125771	66363
3273	125813	66327
3274	125846	66285
3275	125887	66248
3276	125923	66208
3277	125961	66170
3278	125997	66130
3279	126032	66089
3280	126072	66052
3281	126113	66015
3282	126151	65976
3283	126187	65937
3284	126222	65897
3285	126262	65859
3286	126304	65823
3287	126346	65786
3288	126387	65748
3289	126429	65712
3290	126468	65674
3291	126513	65639
3292	126547	65598
3293	126588	65561
3294	126634	65527
3295	126670	65487
3296	126710	65449
3297	126748	65411
3298	126794	65376
3299	126836	65339
3300	126882	65305
3301	126918	65265
3302	126958	65228
3303	126998	65190
3304	127043	65155
3305	127084	65118
3306	127127	65081
3307	127167	65044
3308	127207	65007
3309	127246	64968
3310	127294	64935
3311	127337	64898
3312	127381	64863
3313	127423	64826
3314	127460	64787
3315	127501	64750
3316	127536	64710
3317	127576	64672
3318	127625	64639
3319	127662	64600
3320	127709	64566
3321	127744	64525
3322	127783	64488
3323	127823	64449
3324	127871	64416
3325	127908	64377
3326	127945	64338
3327	127980	64297
3328	128022	64261
3329	128068	64226
3330	128112	64190
3331	128146	64150
3332	128179	64109
3333	128217	64070
3334	128260	64034
3335	128305	63998
3336	128341	63959
3337	128378	63919
3338	128421	63884
3339	128461	63845
3340	128502	63808
3341	128539	63769
3342	128572	63728
3343	128608	63688
3344	128644	63649
3345	128683	63610
3346	128720	63572
3347	128753	63530
3348	128791	63492
3349	128826	63452
3350	128861	63411
3351	128903	63375
3352	128939	63335
3353	128975	63295
3354	129014	63257
3355	129052	63218
3356	129090	63180
3357	129128	63141
3358	129163	63101
3359	129208	63065
3360	129247	63027
3361	129283	62988
3362	129320	62949
3363	129360	62911
3364	129401	62874
3365	129441	62836
3366	129484	62800
3367	129518	62759
3368	129554	62719
3369	129585	62677
3370	129628	62641
3371	129661	62600
3372	129705	62564
3373	129739	62524
3374	129775	62484
3375	129818	62448
3376	129854	62408
3377	129892	62369
3378	129941	62336
3379	129988	62302
3380	130031	62266
3381	130075	62230
3382	130117	62193
3383	130153	62153
3384	130188	62113
3385	130229	62076
3386	130261	62034
3387	130299	61996
3388	130336	61956
3389	130374	61918
3390	130411	61879
3391	130452	61841
3392	130492	61804
3393	130524	61762
3394	130560	61722
3395	130593	61681
3396	130633	61644
3397	130672	61606
3398	130716	61570
3399	130761	61534
3400	130800	61496
3401	130841	61459
3402	130883	61422
3403	130920	61383
3404	130967	61348
3405	131007	61311
3406	131047	61273
3407	131093	61238
3408	131136	61202
3409	131173	61163
3410	131215	61126
3411	131258	61090
3412	131290	61048
3413	131325	61008
3414	131364	60969
3415	131403	60931
3416	131448	60896
3417	131483	60856
3418	131520	60817
3419	131556	60777
3420	131598	60740
3421	131645	60706
3422	131689	60670
3423	131728	60631
3424	131762	60591
3425	131794	60549
3426	131833	60511
3427	131874	60474
3428	131915	60437
3429	131952	60398
3430	131987	60358
3431	132025	60319
3432	132066	60282
3433	132109	60245
3434	132154	60210
3435	132192	60171
3436	132232	60133
3437	132269	60094
3438	132305	60054
3439	132344	60016
3440	132380	59976
3441	132415	59937
3442	132465	59903
3443	132497	59862
3444	132534	59823
3445	132576	59786
3446	132610	59745
3447	132651	59708
3448	132687	59669
3449	132721	59628
3450	132766	59592
3451	132797	59551
3452	132831	59510
3453	132871	59472
3454	132907	59433
3455	132954	59398
3456	132996	59361
3457	133035	59323
3458	133076	59286
3459	133110	59245
3460	133148	59207
3461	133183	59167
3462	133222	59128
3463	133276	59097
3464	133313	59058
3465	133351	59019
3466	133391	58981
3467	133434	58945
3468	133477	58908
3469	133515	58869
3470	133557	58833
3471	133595	58794
3472	133630	58754
3473	133670	58716
3474	133709	58678
3475	133748	58639
3476	133786	58601
3477	133826	58563
3478	133860	58522
3479	133901	58485
3480	133938	58446
3481	133978	58408
3482	134018	58371
3483	134056	58332
3484	134093	58293
3485	134133	58255
3486	134167	58214
3487	134206	58176
3488	134237	58134
3489	134274	58095
3490	134315	58058
3491	134352	58019
3492	134386	57978
3493	134422	57939
3494	134456	57899
3495	134494	57860
3496	134528	57819
3497	134567	57781
3498	134606	57743
3499	134643	57704
3500	134685	57667
3501	134722	57628
3502	134761	57590
3503	134807	57554
3504	134838	57513
3505	134880	57476
3506	134917	57437
3507	134957	57399
3508	134996	57361
3509	135027	57319
3510	135071	57283
3511	135113	57246
3512	135155	57209
3513	135194	57171
3514	135232	57132
3515	135282	57098
3516	135314	57057
3517	135353	57019
3518	135394	56981
3519	135431	56942
3520	135470	56904
3521	135509	56866
3522	135554	56830
3523	135590	56791
3524	135631	56753
3525	135668	56714
3526	135704	56675
3527	135738	56634
3528	135779	56597
3529	135822	56560
3530	135867	56524
3531	135898	56483
3532	135934	56443
3533	135978	56407
3534	136020	56370
3535	136059	56332
3536	136094	56292
3537	136134	56254
3538	136171	56215
3539	136209	56176
3540	136245	56137
3541	136280	56097
3542	136324	56061
3543	136358	56020
3544	136394	55981
3545	136442	55946
3546	136492	55913
3547	136539	55878
3548	136578	55839
3549	136621	55802
3550	136660	55764
3551	136700	55726
3552	136745	55691
3553	136785	55653
3554	136833	55618
3555	136874	55581
3556	136911	55542
3557	136953	55505
3558	136991	55466
3559	137031	55428
3560	137071	55390
3561	137115	55354
3562	137159	55318
3563	137202	55281
3564	137241	55243
3565	137287	55207
3566	137326	55169
3567	137361	55129
3568	137402	55091
3569	137443	55054
3570	137480	55015
3571	137517	54976
3572	137558	54938
3573	137600	54901
3574	137639	54863
3575	137683	54826
3576	137723	54789
3577	137764	54751
3578	137801	54712
3579	137840	54674
3580	137879	54635
3581	137919	54598
3582	137960	54560
3583	137995	54520
3584	138027	54479
3585	138066	54441
3586	138104	54402
3587	138141	54363
3588	138174	54322
3589	138213	54284
3590	138250	54245
3591	138294	54208
3592	138334	54170
3593	138376	54133
3594	138414	54095
3595	138453	54057
3596	138491	54018
3597	138522	53976
3598	138555	53936
3599	138597	53899
3600	138633	53859
3601	138671	53820
3602	138715	53784
3603	138765	53750
3604	138809	53714
3605	138851	53676
3606	138893	53639
3607	138926	53599
3608	138971	53562
3609	139013	53526
3610	139055	53488
3611	139100	53452
3612	139140	53414
3613	139183	53378
3614	139224	53340
3615	139257	53300
3616	139295	53261
3617	139339	53224
3618	139372	53184
3619	139412	53146
3620	139459	53110
3621	139497	53072
3622	139542	53035
3623	139582	52998
3624	139625	52961
3625	139665	52923
3626	139708	52886
3627	139750	52849
3628	139786	52810
3629	139835	52775
3630	139879	52738
3631	139916	52699
3632	139955	52661
3633	139996	52623
3634	140036	52585
3635	140073	52546
3636	140121	52511
3637	140163	52474
3638	140203	52436
3639	140238	52396
3640	140272	52356
3641	140309	52317
3642	140346	52278
3643	140381	52238
3644	140434	52205
3645	140473	52167
3646	140511	52128
3647	140548	52089
3648	140585	52050
3649	140622	52011
3650	140658	51971
3651	140691	51930
3652	140734	51894
3653	140774	51856
3654	140812	51817
3655	140859	51782
3656	140892	51741
3657	140928	51702
3658	140960	51661
3659	140995	51621
3660	141034	51583
3661	141079	51546
3662	141125	51510
3663	141160	51471
3664	141200	51433
3665	141238	51394
3666	141280	51357
3667	141322	51320
3668	141362	51281
3669	141404	51244
3670	141448	51208
3671	141486	51169
3672	141520	51129
3673	141560	51091
3674	141600	51053
3675	141635	51013
3676	141672	50974
3677	141713	50936
3678	141757	50900
3679	141792	50860
3680	141834	50823
3681	141877	50786
3682	141916	50747
3683	141963	50712
3684	142003	50674
3685	142044	50636
3686	142080	50597
3687	142119	50558
3688	142158	50520
3689	142196	50481
3690	142234	50442
3691	142273	50404
3692	142310	50365
3693	142343	50325
3694	142377	50284
3695	142417	50246
3696	142457	50208
3697	142494	50169
3698	142531	50130
3699	142568	50091
3700	142606	50052
3701	142651	50016
3702	142688	49977
3703	142724	49938
3704	142761	49899
3705	142800	49860
3706	142847	49825
3707	142890	49788
3708	142929	49749
3709	142965	49710
3710	143003	49671
3711	143045	49634
3712	143083	49595
3713	143123	49557
3714	143161	49518
3715	143198	49479
3716	143240	49442
3717	143279	49404
3718	143316	49365
3719	143373	49332
3720	143411	49294
3721	143452	49256
3722	143493	49218
3723	143528	49178
3724	143568	49140
3725	143604	49101
3726	143645	49063
3727	143679	49023
3728	143719	48985
3729	143764	48949
3730	143802	48910
3731	143840	48871
3732	143878	48833
3733	143913	48793
3734	143951	48754
3735	143996	48718
3736	144039	48681
3737	144082	48644
3738	144123	48606
3739	144167	48569
3740	144207	48531
3741	144245	48492
3742	144290	48456
3743	144326	48417
3744	144364	48378
3745	144401	48339
3746	144433	48298
3747	144477	48261
3748	144517	48224
3749	144554	48184
3750	144596	48147
3751	144629	48107
3752	144678	48072
3753	144713	48032
3754	144749	47992
3755	144793	47956
3756	144834	47918
3757	144872	47879
3758	144911	47841
3759	144944	47800
3760	144986	47763
3761	145019	47723
3762	145055	47683
3763	145099	47646
3764	145135	47607
3765	145170	47567
3766	145205	47528
3767	145245	47490
3768	145287	47452
3769	145328	47414
3770	145368	47376
3771	145402	47336
3772	145446	47299
3773	145482	47260
3774	145517	47220
3775	145554	47182
3776	145588	47141
3777	145618	47100
3778	145656	47061
3779	145691	47022
3780	145730	46983
3781	145766	46944
3782	145806	46906
3783	145841	46866
3784	145879	46827
3785	145920	46790
3786	145960	46752
3787	146004	46715
3788	146054	46680
3789	146093	46641
3790	146130	46602
3791	146165	46563
3792	146209	46526
3793	146250	46488
3794	146292	46451
3795	146332	46413
3796	146370	46374
3797	146407	46335
3798	146440	46295
3799	146483	46257
3800	146519	46218
3801	146559	46180
3802	146600	46142
3803	146641	46104
3804	146674	46064
3805	146713	46026
3806	146748	45986
3807	146787	45948
3808	146833	45911
3809	146871	45873
3810	146910	45834
3811	146947	45795
3812	146995	45760
3813	147033	45721
3814	147072	45682
3815	147111	45644
3816	147146	45604
3817	147179	45564
3818	147223	45527
3819	147263	45489
3820	147312	45454
3821	147352	45416
3822	147391	45378
3823	147431	45339
3824	147467	45300
3825	147502	45260
3826	147534	45220
3827	147577	45183
3828	147616	45144
3829	147653	45105
3830	147693	45067
3831	147729	45028
3832	147768	44989
3833	147811	44952
3834	147846	44912
3835	147881	44873
3836	147918	44834
3837	147956	44795
3838	148001	44759
3839	148036	44719
3840	148076	44681
3841	148114	44642
3842	148150	44603
3843	148184	44563
3844	148222	44524
3845	148263	44486
3846	148310	44450
3847	148355	44414
3848	148395	44375
3849	148436	44338
3850	148474	44299
3851	148512	44260
3852	148548	44221
3853	148579	44180
3854	148622	44143
3855	148659	44104
3856	148702	44067
3857	148741	44028
3858	148774	43988
3859	148809	43949
3860	148855	43912
3861	148894	43874
3862	148937	43836
3863	148974	43797
3864	149007	43757
3865	149050	43720
3866	149087	43681
3867	149125	43642
3868	149169	43605
3869	149211	43568
3870	149248	43529
3871	149299	43494
3872	149338	43455
3873	149373	43416
3874	149417	43379
3875	149454	43340
3876	149491	43301
3877	149530	43262
3878	149567	43223
3879	149602	43184
3880	149640	43145
3881	149676	43106
3882	149712	43067
3883	149753	43029
3884	149787	42989
3885	149828	42951
3886	149868	42913
3887	149910	42875
3888	149950	42837
3889	149992	42799
3890	150036	42763
3891	150072	42723
3892	150113	42685
3893	150159	42649
3894	150199	42611
3895	150242	42573
3896	150277	42534
3897	150316	42495
3898	150360	42458
3899	150400	42420
3900	150440	42382
3901	150480	42344
3902	150515	42304
3903	150547	42264
3904	150584	42225
3905	150622	42186
3906	150665	42149
3907	150707	42111
3908	150751	42074
3909	150793	42037
3910	150834	41999
3911	150869	41959
3912	150904	41920
3913	150945	41882
3914	150989	41845
3915	151028	41806
3916	151066	41767
3917	151101	41728
3918	151142	41690
3919	151184	41652
3920	151226	41615
3921	151263	41576
3922	151303	41538
3923	151340	41499
3924	151378	41460
3925	151421	41423
3926	151462	41385
3927	151497	41345
3928	151541	41308
3929	151582	41270
3930	151627	41233
3931	151666	41195
3932	151700	41155
3933	151737	41116
3934	151775	41077
3935	151814	41039
3936	151850	41000
3937	151882	40959
3938	151921	40921
3939	151966	40884
3940	152008	40846
3941	152055	40810
3942	152095	40772
3943	152134	40733
3944	152171	40694
3945	152210	40656
3946	152240	40615
3947	152279	40577
3948	152316	40538
3949	152352	40498
3950	152391	40460
3951	152434	40422
3952	152479	40385
3953	152517	40347
3954	152560	40309
3955	152598	40271
3956	152639	40233
3957	152676	40194
3958	152716	40156
3959	152761	40119
3960	152813	40084
3961	152856	40046
3962	152901	40009
3963	152946	39972
3964	152980	39933
3965	153021	39895
3966	153060	39856
3967	153093	39816
3968	153132	39778
3969	153172	39739
3970	153213	39702
3971	153257	39664
3972	153296	39626
3973	153330	39586
3974	153372	39548
3975	153411	39510
3976	153451	39472
3977	153492	39434
3978	153535	39396
3979	153570	39357
3980	153613	39319
3981	153651	39281
3982	153691	39242
3983	153732	39204
3984	153768	39165
3985	153800	39125
3986	153837	39086
3987	153872	39046
3988	153902	39006
3989	153941	38967
3990	153977	38928
3991	154015	38889
3992	154053	38850
3993	154095	38813
3994	154132	38774
3995	154170	38735
3996	154205	38696
3997	154244	38657
3998	154284	38619
3999	154320	38580
4000	154358	38541
4001	154396	38502
4002	154433	38463
4003	154467	38424
4004	154508	38385
4005	154548	38347
4006	154581	38307
4007	154621	38269
4008	154659	38230
4009	154698	38192
4010	154733	38153
4011	154779	38116
4012	154827	38079
4013	154866	38041
4014	154903	38002
4015	154938	37962
4016	154988	37927
4017	155028	37889
4018	155070	37851
4019	155109	37812
4020	155146	37773
4021	155183	37734
4022	155226	37697
4023	155269	37659
4024	155308	37621
4025	155348	37583
4026	155385	37544
4027	155431	37507
4028	155477	37470
4029	155512	37431
4030	155556	37393
4031	155597	37355
4032	155645	37319
4033	155685	37281
4034	155725	37242
4035	155763	37204
4036	155806	37166
4037	155856	37130
4038	155888	37090
4039	155930	37052
4040	155970	37014
4041	156012	36976
4042	156049	36937
4043	156094	36900
4044	156134	36862
4045	156179	36825
4046	156220	36787
4047	156253	36747
4048	156298	36710
4049	156342	36672
4050	156377	36633
4051	156416	36594
4052	156455	36556
4053	156497	36518
4054	156535	36479
4055	156577	36442
4056	156614	36403
4057	156649	36363
4058	156692	36326
4059	156736	36288
4060	156774	36250
4061	156810	36210
4062	156846	36171
4063	156888	36133
4064	156932	36096
4065	156974	36058
4066	157008	36018
4067	157045	35980
4068	157083	35941
4069	157128	35904
4070	157172	35866
4071	157217	35829
4072	157253	35790
4073	157288	35751
4074	157327	35712
4075	157375	35675
4076	157412	35637
4077	157453	35598
4078	157492	35560
4079	157532	35521
4080	157577	35484
4081	157620	35447
4082	157660	35408
4083	157697	35369
4084	157735	35331
4085	157770	35291
4086	157808	35252
4087	157847	35214
4088	157885	35175
4089	157924	35137
4090	157970	35100
4091	158011	35062
4092	158049	35023
4093	158089	34985
4094	158137	34948
4095	158173	34909
4096	158232	34875
4097	158274	34837
4098	158314	34798
4099	158354	34760
4100	158390	34721
4101	158427	34682
4102	158465	34643
4103	158499	34604
4104	158532	34564
4105	158567	34525
4106	158606	34486
4107	158649	34448
4108	158690	34410
4109	158721	34370
4110	158757	34331
4111	158790	34291
4112	158827	34252
4113	158869	34214
4114	158907	34175
4115	158946	34137
4116	158982	34098
4117	159022	34059
4118	159069	34022
4119	159107	33984
4120	159149	33946
4121	159186	33907
4122	159225	33868
4123	159261	33829
4124	159306	33792
4125	159347	33754
4126	159383	33715
4127	159422	33676
4128	159470	33639
4129	159510	33601
4130	159550	33563
4131	159582	33523
4132	159620	33484
4133	159659	33445
4134	159702	33408
4135	159746	33370
4136	159788	33332
4137	159830	33294
4138	159871	33256
4139	159910	33218
4140	159953	33180
4141	159994	33142
4142	160035	33104
4143	160074	33065
4144	160112	33026
4145	160147	32987
4146	160181	32947
4147	160223	32909
4148	160257	32870
4149	160291	32830
4150	160334	32793
4151	160372	32754
4152	160406	32714
4153	160448	32676
4154	160488	32638
4155	160529	32600
4156	160561	32560
4157	160599	32521
4158	160637	32482
4159	160677	32444
4160	160714	32405
4161	160757	32367
4162	160794	32328
4163	160849	32293
4164	160890	32255
4165	160932	32217
4166	160968	32178
4167	161011	32140
4168	161060	32104
4169	161106	32066
4170	161153	32029
4171	161196	31992
4172	161243	31955
4173	161290	31918
4174	161328	31879
4175	161367	31840
4176	161401	31801
4177	161445	31763
4178	161487	31725
4179	161522	31686
4180	161568	31649
4181	161605	31610
4182	161646	31571
4183	161689	31534
4184	161741	31497
4185	161783	31460
4186	161821	31421
4187	161868	31384
4188	161901	31344
4189	161943	31306
4190	161989	31269
4191	162024	31229
4192	162067	31192
4193	162109	31154
4194	162152	31116
4195	162192	31077
4196	162233	31039
4197	162281	31002
4198	162316	30963
4199	162356	30925
4200	162395	30886
4201	162435	30848
4202	162474	30809
4203	162511	30770
4204	162547	30731
4205	162592	30693
4206	162632	30655
4207	162680	30618
4208	162716	30579
4209	162756	30540
4210	162798	30502
4211	162836	30464
4212	162880	30426
4213	162921	30388
4214	162962	30350
4215	163008	30312
4216	163050	30274
4217	163088	30236
4218	163135	30198
4219	163175	30160
4220	163219	30122
4221	163266	30085
4222	163309	30047
4223	163350	30009
4224	163384	29969
4225	163422	29931
4226	163466	29893
4227	163497	29853
4228	163531	29813
4229	163572	29775
4230	163615	29737
4231	163651	29698
4232	163687	29659
4233	163728	29621
4234	163764	29581
4235	163807	29544
4236	163851	29506
4237	163891	29467
4238	163932	29429
4239	163979	29392
4240	164020	29354
4241	164061	29315
4242	164101	29277
4243	164139	29238
4244	164181	29200
4245	164216	29161
4246	164260	29123
4247	164306	29086
4248	164344	29047
4249	164387	29009
4250	164429	28971
4251	164465	28932
4252	164505	28893
4253	164548	28855
4254	164588	28817
4255	164628	28779
4256	164670	28740
4257	164708	28702
4258	164742	28662
4259	164784	28624
4260	164829	28586
4261	164871	28548
4262	164905	28509
4263	164942	28470
4264	164984	28432
4265	165024	28393
4266	165066	28355
4267	165110	28317
4268	165154	28280
4269	165185	28240
4270	165222	28201
4271	165255	28161
4272	165292	28122
4273	165332	28084
4274	165372	28045
4275	165413	28007
4276	165452	27968
4277	165499	27931
4278	165540	27893
4279	165580	27854
4280	165623	27816
4281	165657	27777
4282	165694	27738
4283	165731	27699
4284	165767	27660
4285	165810	27622
4286	165850	27583
4287	165891	27545
4288	165938	27508
4289	165980	27470
4290	166016	27430
4291	166055	27392
4292	166095	27353
4293	166134	27315
4294	166175	27276
4295	166219	27239
4296	166257	27200
4297	166300	27162
4298	166335	27122
4299	166380	27085
4300	166421	27046
4301	166461	27008
4302	166501	26969
4303	166546	26932
4304	166588	26894
4305	166627	26855
4306	166664	26816
4307	166707	26778
4308	166746	26739
4309	166784	26701
4310	166827	26662
4311	166873	26625
4312	166912	26586
4313	166948	26547
4314	166982	26508
4315	167026	26470
4316	167066	26431
4317	167111	26394
4318	167147	26355
4319	167188	26316
4320	167228	26278
4321	167269	26239
4322	167307	26201
4323	167342	26161
4324	167375	26122
4325	167411	26083
4326	167453	26044
4327	167492	26006
4328	167533	25967
4329	167577	25929
4330	167620	25892
4331	167660	25853
4332	167705	25815
4333	167750	25777
4334	167786	25738
4335	167830	25701
4336	167873	25662
4337	167912	25624
4338	167954	25586
4339	168000	25548
4340	168043	25510
4341	168087	25472
4342	168129	25434
4343	168170	25395
4344	168205	25356
4345	168249	25318
4346	168295	25281
4347	168340	25243
4348	168381	25204
4349	168422	25166
4350	168464	25128
4351	168502	25089
4352	168547	25051
4353	168592	25013
4354	168625	24974
4355	168665	24935
4356	168708	24897
4357	168750	24859
4358	168790	24820
4359	168831	24782
4360	168864	24743
4361	168905	24704
4362	168949	24666
4363	168985	24627
4364	169026	24589
4365	169062	24550
4366	169099	24511
4367	169143	24473
4368	169191	24435
4369	169238	24398
4370	169283	24360
4371	169323	24321
4372	169367	24283
4373	169411	24245
4374	169464	24209
4375	169512	24171
4376	169558	24134
4377	169605	24096
4378	169644	24057
4379	169688	24019
4380	169732	23981
4381	169777	23943
4382	169813	23904
4383	169854	23866
4384	169898	23828
4385	169934	23789
4386	169969	23750
4387	170007	23711
4388	170042	23671
4389	170081	23633
4390	170122	23594
4391	170163	23556
4392	170198	23517
4393	170235	23478
4394	170272	23439
4395	170314	23400
4396	170351	23361
4397	170392	23323
4398	170431	23284
4399	170476	23246
4400	170520	23208
4401	170563	23170
4402	170602	23131
4403	170640	23092
4404	170680	23054
4405	170715	23015
4406	170758	22977
4407	170801	22938
4408	170844	22900
4409	170878	22861
4410	170918	22822
4411	170958	22784
4412	170995	22745
4413	171032	22706
4414	171072	22667
4415	171110	22628
4416	171152	22590
4417	171194	22552
4418	171225	22512
4419	171265	22473
4420	171305	22435
4421	171346	22396
4422	171380	22357
4423	171417	22318
4424	171452	22279
4425	171494	22240
4426	171534	22202
4427	171583	22164
4428	171623	22126
4429	171663	22087
4430	171703	22049
4431	171751	22011
4432	171799	21973
4433	171837	21935
4434	171880	21896
4435	171918	21857
4436	171962	21819
4437	172004	21781
4438	172045	21743
4439	172077	21703
4440	172118	21665
4441	172157	21626
4442	172193	21587
4443	172229	21548
4444	172266	21509
4445	172311	21471
4446	172359	21433
4447	172398	21394
4448	172432	21355
4449	172472	21316
4450	172514	21278
4451	172561	21240
4452	172603	21202
4453	172647	21164
4454	172687	21125
4455	172725	21086
4456	172764	21048
4457	172804	21009
4458	172849	20971
4459	172892	20933
4460	172931	20894
4461	172964	20854
4462	172997	20815
4463	173039	20777
4464	173074	20737
4465	173123	20700
4466	173170	20662
4467	173207	20623
4468	173241	20584
4469	173271	20544
4470	173311	20505
4471	173353	20467
4472	173393	20428
4473	173428	20389
4474	173472	20351
4475	173512	20312
4476	173557	20274
4477	173595	20236
4478	173631	20196
4479	173667	20157
4480	173716	20120
4481	173758	20081
4482	173799	20043
4483	173847	20005
4484	173893	19967
4485	173934	19929
4486	173969	19889
4487	174004	19850
4488	174040	19811
4489	174083	19773
4490	174123	19734
4491	174164	19696
4492	174208	19658
4493	174247	19619
4494	174285	19580
4495	174328	19542
4496	174364	19503
4497	174403	19464
4498	174437	19425
4499	174474	19386
4500	174515	19347
4501	174558	19309
4502	174598	19270
4503	174643	19232
4504	174682	19193
4505	174723	19155
4506	174756	19115
4507	174796	19077
4508	174845	19039
4509	174888	19001
4510	174930	18962
4511	174967	18923
4512	175012	18885
4513	175055	18847
4514	175089	18808
4515	175128	18769
4516	175164	18730
4517	175205	18691
4518	175238	18652
4519	175278	18613
4520	175316	18574
4521	175358	18536
4522	175401	18498
4523	175441	18459
4524	175478	18420
4525	175519	18381
4526	175562	18343
4527	175599	18304
4528	175642	18266
4529	175680	18227
4530	175719	18188
4531	175754	18149
4532	175796	18110
4533	175832	18071
4534	175868	18032
4535	175915	17994
4536	175952	17955
4537	175990	17917
4538	176026	17878
4539	176076	17840
4540	176122	17802
4541	176163	17763
4542	176200	17724
4543	176237	17685
4544	176272	17646
4545	176313	17608
4546	176354	17569
4547	176402	17531
4548	176442	17493
4549	176483	17454
4550	176525	17415
4551	176569	17377
4552	176608	17338
4553	176648	17300
4554	176690	17261
4555	176733	17223
4556	176773	17184
4557	176816	17146
4558	176858	17107
4559	176898	17069
4560	176939	17030
4561	176975	16991
4562	177015	16952
4563	177053	16913
4564	177089	16874
4565	177132	16836
4566	177170	16797
4567	177211	16759
4568	177246	16719
4569	177284	16681
4570	177324	16642
4571	177362	16603
4572	177404	16564
4573	177451	16526
4574	177490	16488
4575	177528	16449
4576	177563	16410
4577	177599	16371
4578	177646	16333
4579	177685	16294
4580	177728	16255
4581	177771	16217
4582	177812	16178
4583	177848	16139
4584	177884	16100
4585	177926	16062
4586	177976	16024
4587	178019	15986
4588	178063	15947
4589	178106	15909
4590	178149	15870
4591	178196	15832
4592	178239	15794
4593	178283	15756
4594	178323	15717
4595	178359	15678
4596	178392	15638
4597	178432	15600
4598	178472	15561
4599	178511	15522
4600	178552	15484
4601	178586	15444
4602	178622	15405
4603	178660	15367
4604	178696	15327
4605	178737	15289
4606	178773	15250
4607	178810	15211
4608	178854	15172
4609	178893	15134
4610	178929	15095
4611	178965	15056
4612	179001	15017
4613	179044	14978
4614	179081	14939
4615	179122	14900
4616	179158	14861
4617	179190	14822
4618	179231	14783
4619	179263	14744
4620	179299	14705
4621	179338	14666
4622	179376	14627
4623	179413	14588
4624	179452	14550
4625	179492	14511
4626	179532	14472
4627	179570	14433
4628	179608	14395
4629	179647	14356
4630	179686	14317
4631	179729	14279
4632	179764	14239
4633	179799	14200
4634	179844	14162
4635	179892	14124
4636	179938	14086
4637	179973	14047
4638	180010	14008
4639	180051	13969
4640	180091	13930
4641	180132	13892
4642	180175	13853
4643	180222	13815
4644	180262	13776
4645	180304	13738
4646	180345	13699
4647	180381	13660
4648	180421	13621
4649	180464	13583
4650	180506	13544
4651	180545	13506
4652	180581	13466
4653	180613	13427
4654	180654	13388
4655	180694	13350
4656	180733	13311
4657	180777	13273
4658	180821	13234
4659	180864	13196
4660	180909	13157
4661	180948	13118
4662	180998	13080
4663	181038	13042
4664	181076	13003
4665	181126	12965
4666	181167	12926
4667	181209	12888
4668	181261	12850
4669	181300	12811
4670	181354	12773
4671	181399	12735
4672	181445	12696
4673	181486	12658
4674	181522	12619
4675	181579	12581
4676	181627	12543
4677	181677	12505
4678	181723	12467
4679	181767	12428
4680	181806	12389
4681	181842	12350
4682	181886	12312
4683	181931	12273
4684	181972	12235
4685	182020	12196
4686	182061	12158
4687	182106	12119
4688	182149	12081
4689	182192	12042
4690	182234	12003
4691	182274	11965
4692	182316	11926
4693	182351	11887
4694	182395	11848
4695	182438	11810
4696	182482	11771
4697	182529	11733
4698	182575	11695
4699	182616	11656
4700	182657	11617
4701	182695	11578
4702	182734	11539
4703	182781	11501
4704	182828	11463
4705	182869	11424
4706	182909	11385
4707	182944	11346
4708	182989	11308
4709	183032	11269
4710	183077	11231
4711	183122	11192
4712	183163	11153
4713	183210	11115
4714	183253	11076
4715	183288	11037
4716	183321	10998
4717	183355	10959
4718	183400	10920
4719	183440	10882
4720	183478	10843
4721	183515	10804
4722	183551	10765
4723	183587	10726
4724	183626	10687
4725	183662	10648
4726	183706	10609
4727	183747	10570
4728	183788	10532
4729	183833	10493
4730	183868	10454
4731	183914	10416
4732	183946	10376
4733	183980	10337
4734	184019	10298
4735	184059	10260
4736	184101	10221
4737	184142	10182
4738	184186	10144
4739	184228	10105
4740	184269	10066
4741	184312	10027
4742	184358	9989
4743	184414	9951
4744	184464	9913
4745	184509	9874
4746	184543	9835
4747	184586	9796
4748	184631	9758
4749	184683	9720
4750	184726	9681
4751	184779	9643
4752	184824	9604
4753	184874	9566
4754	184910	9527
4755	184946	9488
4756	184989	9449
4757	185031	9410
4758	185076	9372
4759	185119	9333
4760	185162	9295
4761	185204	9256
4762	185250	9217
4763	185292	9179
4764	185340	9140
4765	185385	9102
4766	185431	9063
4767	185480	9025
4768	185521	8986
4769	185572	8947
4770	185617	8909
